id,run_id,timeStep,numberPedsInformed-PID10,numberPedsAll-PID10,percentageInformed-PID10,numberPedsInformed-PID20,numberPedsAll-PID20,percentageInformed-PID20
4,0,0.0,0,102,0.0,0,412,0.0
4,0,0.4000000000000057,0,100,0.0,0,412,0.0
4,0,0.8000000000000114,0,99,0.0,0,412,0.0
4,0,1.2000000000000028,2,98,0.0204081632653061,83,412,0.2014563106796116
4,0,1.6000000000000083,2,96,0.0208333333333333,83,412,0.2014563106796116
4,0,2.0,2,95,0.0210526315789473,83,412,0.2014563106796116
4,0,2.4000000000000057,2,90,0.0222222222222222,83,412,0.2014563106796116
4,0,2.800000000000012,90,90,1.0,317,411,0.7712895377128953
4,0,3.200000000000003,85,85,1.0,317,411,0.7712895377128953
4,0,3.6000000000000085,84,84,1.0,317,411,0.7712895377128953
4,0,4.0,83,83,1.0,317,411,0.7712895377128953
4,0,4.400000000000006,82,82,1.0,317,411,0.7712895377128953
4,0,4.800000000000011,81,81,1.0,380,411,0.924574209245742
4,0,5.200000000000003,81,81,1.0,380,411,0.924574209245742
4,0,5.6000000000000085,79,79,1.0,380,411,0.924574209245742
4,0,6.0,76,76,1.0,380,411,0.924574209245742
4,0,6.400000000000006,76,76,1.0,411,411,1.0
4,0,6.800000000000011,76,76,1.0,411,411,1.0
4,0,7.200000000000003,75,75,1.0,411,411,1.0
4,0,7.600000000000008,74,74,1.0,411,411,1.0
4,0,8.0,73,73,1.0,411,411,1.0
4,0,8.400000000000006,72,72,1.0,411,411,1.0
4,0,8.800000000000011,72,72,1.0,411,411,1.0
4,0,9.200000000000005,71,71,1.0,410,410,1.0
4,0,9.600000000000009,70,70,1.0,410,410,1.0
4,0,10.0,68,68,1.0,410,410,1.0
4,0,10.400000000000006,67,67,1.0,410,410,1.0
5,0,0.0,0,102,0.0,0,412,0.0
5,0,0.4000000000000057,0,100,0.0,0,412,0.0
5,0,0.8000000000000114,0,99,0.0,0,412,0.0
5,0,1.2000000000000028,2,98,0.0204081632653061,83,412,0.2014563106796116
5,0,1.6000000000000083,2,96,0.0208333333333333,83,412,0.2014563106796116
5,0,2.0,2,95,0.0210526315789473,83,412,0.2014563106796116
5,0,2.4000000000000057,2,90,0.0222222222222222,83,412,0.2014563106796116
5,0,2.800000000000012,90,90,1.0,317,411,0.7712895377128953
5,0,3.200000000000003,85,85,1.0,317,411,0.7712895377128953
5,0,3.6000000000000085,84,84,1.0,317,411,0.7712895377128953
5,0,4.0,83,83,1.0,317,411,0.7712895377128953
5,0,4.400000000000006,82,82,1.0,317,411,0.7712895377128953
5,0,4.800000000000011,81,81,1.0,380,411,0.924574209245742
5,0,5.200000000000003,81,81,1.0,380,411,0.924574209245742
5,0,5.6000000000000085,79,79,1.0,380,411,0.924574209245742
5,0,6.0,76,76,1.0,380,411,0.924574209245742
5,0,6.400000000000006,76,76,1.0,411,411,1.0
5,0,6.800000000000011,76,76,1.0,411,411,1.0
5,0,7.200000000000003,75,75,1.0,411,411,1.0
5,0,7.600000000000008,74,74,1.0,411,411,1.0
5,0,8.0,73,73,1.0,411,411,1.0
5,0,8.400000000000006,72,72,1.0,411,411,1.0
5,0,8.800000000000011,72,72,1.0,411,411,1.0
5,0,9.200000000000005,71,71,1.0,410,410,1.0
5,0,9.600000000000009,70,70,1.0,410,410,1.0
5,0,10.0,68,68,1.0,410,410,1.0
5,0,10.400000000000006,67,67,1.0,410,410,1.0
6,0,0.0,0,102,0.0,0,412,0.0
6,0,0.4000000000000057,0,100,0.0,0,412,0.0
6,0,0.8000000000000114,0,99,0.0,0,412,0.0
6,0,1.2000000000000028,2,98,0.0204081632653061,83,412,0.2014563106796116
6,0,1.6000000000000083,2,96,0.0208333333333333,83,412,0.2014563106796116
6,0,2.0,2,95,0.0210526315789473,83,412,0.2014563106796116
6,0,2.4000000000000057,2,90,0.0222222222222222,83,412,0.2014563106796116
6,0,2.800000000000012,2,89,0.0224719101123595,83,411,0.2019464720194647
6,0,3.200000000000003,2,84,0.0238095238095238,83,411,0.2019464720194647
6,0,3.6000000000000085,64,83,0.7710843373493976,279,411,0.6788321167883211
6,0,4.0,64,83,0.7710843373493976,279,411,0.6788321167883211
6,0,4.400000000000006,63,81,0.7777777777777778,279,411,0.6788321167883211
6,0,4.800000000000011,62,80,0.775,279,411,0.6788321167883211
6,0,5.200000000000003,61,78,0.782051282051282,279,411,0.6788321167883211
6,0,5.6000000000000085,59,76,0.7763157894736842,279,411,0.6788321167883211
6,0,6.0,74,74,1.0,410,411,0.9975669099756692
6,0,6.400000000000006,74,74,1.0,410,411,0.9975669099756692
6,0,6.800000000000011,74,74,1.0,410,411,0.9975669099756692
6,0,7.200000000000003,73,73,1.0,410,411,0.9975669099756692
6,0,7.600000000000008,71,71,1.0,410,411,0.9975669099756692
6,0,8.0,70,70,1.0,410,411,0.9975669099756692
6,0,8.400000000000006,69,69,1.0,410,411,0.9975669099756692
6,0,8.800000000000011,68,68,1.0,411,411,1.0
6,0,9.200000000000005,66,66,1.0,410,410,1.0
6,0,9.600000000000009,66,66,1.0,410,410,1.0
6,0,10.0,65,65,1.0,410,410,1.0
7,0,0.0,0,102,0.0,0,412,0.0
7,0,0.4000000000000057,0,100,0.0,0,412,0.0
7,0,0.8000000000000114,0,99,0.0,0,412,0.0
7,0,1.2000000000000028,2,98,0.0204081632653061,83,412,0.2014563106796116
7,0,1.6000000000000083,2,96,0.0208333333333333,83,412,0.2014563106796116
7,0,2.0,2,95,0.0210526315789473,83,412,0.2014563106796116
7,0,2.4000000000000057,2,90,0.0222222222222222,83,412,0.2014563106796116
7,0,2.800000000000012,2,89,0.0224719101123595,83,411,0.2019464720194647
7,0,3.200000000000003,2,84,0.0238095238095238,83,411,0.2019464720194647
7,0,3.6000000000000085,64,83,0.7710843373493976,279,411,0.6788321167883211
7,0,4.0,64,83,0.7710843373493976,279,411,0.6788321167883211
7,0,4.400000000000006,63,81,0.7777777777777778,279,411,0.6788321167883211
7,0,4.800000000000011,62,80,0.775,279,411,0.6788321167883211
7,0,5.200000000000003,61,78,0.782051282051282,279,411,0.6788321167883211
7,0,5.6000000000000085,59,76,0.7763157894736842,279,411,0.6788321167883211
7,0,6.0,74,74,1.0,410,411,0.9975669099756692
7,0,6.400000000000006,74,74,1.0,410,411,0.9975669099756692
7,0,6.800000000000011,74,74,1.0,410,411,0.9975669099756692
7,0,7.200000000000003,73,73,1.0,410,411,0.9975669099756692
7,0,7.600000000000008,71,71,1.0,410,411,0.9975669099756692
7,0,8.0,70,70,1.0,410,411,0.9975669099756692
7,0,8.400000000000006,69,69,1.0,410,411,0.9975669099756692
7,0,8.800000000000011,68,68,1.0,411,411,1.0
7,0,9.200000000000005,66,66,1.0,410,410,1.0
7,0,9.600000000000009,66,66,1.0,410,410,1.0
7,0,10.0,65,65,1.0,410,410,1.0
8,0,0.0,0,102,0.0,0,412,0.0
8,0,0.4000000000000057,0,100,0.0,0,412,0.0
8,0,0.8000000000000114,0,99,0.0,0,412,0.0
8,0,1.2000000000000028,2,98,0.0204081632653061,83,412,0.2014563106796116
8,0,1.6000000000000083,2,96,0.0208333333333333,83,412,0.2014563106796116
8,0,2.0,2,95,0.0210526315789473,83,412,0.2014563106796116
8,0,2.4000000000000057,2,90,0.0222222222222222,83,412,0.2014563106796116
8,0,2.800000000000012,2,89,0.0224719101123595,83,411,0.2019464720194647
8,0,3.200000000000003,2,84,0.0238095238095238,83,411,0.2019464720194647
8,0,3.6000000000000085,64,83,0.7710843373493976,279,411,0.6788321167883211
8,0,4.0,64,83,0.7710843373493976,279,411,0.6788321167883211
8,0,4.400000000000006,63,81,0.7777777777777778,279,411,0.6788321167883211
8,0,4.800000000000011,62,80,0.775,279,411,0.6788321167883211
8,0,5.200000000000003,61,78,0.782051282051282,279,411,0.6788321167883211
8,0,5.6000000000000085,59,76,0.7763157894736842,279,411,0.6788321167883211
8,0,6.0,74,74,1.0,410,411,0.9975669099756692
8,0,6.400000000000006,74,74,1.0,410,411,0.9975669099756692
8,0,6.800000000000011,74,74,1.0,410,411,0.9975669099756692
8,0,7.200000000000003,73,73,1.0,410,411,0.9975669099756692
8,0,7.600000000000008,71,71,1.0,410,411,0.9975669099756692
8,0,8.0,70,70,1.0,410,411,0.9975669099756692
8,0,8.400000000000006,69,69,1.0,410,411,0.9975669099756692
8,0,8.800000000000011,68,68,1.0,411,411,1.0
